D,C,NumBur,nTour,ELECTION,Inscrits,Votants,Exprime,_NAME_,_LABEL_,BAYR,BESA,BOVE,BUFF,LAGU,LEPE,NIHO,ROYA,SARK,SCHI,VILL,VOYN,Inscrits2,Votants2,Exprime2,ROYA2,SARK2,abstention,abstention2,LIBGEO,REG,DEP,TAU2010,POP_MUN_2008,Pctabstention,PctBAYR,PctBESA,PctBOVE,PctBUFF,PctLAGU,PctLEPE,PctNIHO,PctROYA,PctSARK,PctSCHI,PctVILL,PctVOYN,Pctabstention2,PctSARK2,PctROYA2,IDENT,Strate
BASSIN PARISIEN EST,529,0001,2,Pres2007,155,133,133,nbVoix,Nombre de voix,18,4,1,1,10,15,0,36,44,0,0,4,155,136,126,67,59,22,19,Mortiers,22,02,6,216,0.1419354839,0.1353383459,0.030075188,0.007518797,0.007518797,0.0751879699,0.1127819549,0,0.2706766917,0.3308270677,0,0,0.030075188,0.1225806452,0.4682539683,0.5317460317,025290001,6
BASSIN PARISIEN EST,530,0001,2,Pres2007,85,78,77,nbVoix,Nombre de voix,14,3,1,0,5,13,3,19,14,0,5,0,85,75,72,35,37,7,10,Moulins,22,02,8,97,0.0823529412,0.1818181818,0.038961039,0.012987013,0,0.0649350649,0.1688311688,0.038961039,0.2467532468,0.1818181818,0,0.0649350649,0,0.1176470588,0.5138888889,0.4861111111,025300001,6
BASSIN PARISIEN EST,531,0001,2,Pres2007,82,69,68,nbVoix,Nombre de voix,8,2,4,5,5,9,1,13,20,0,0,1,82,67,65,30,35,13,15,Moussy-Verneuil,22,02,0,130,0.1585365854,0.1176470588,0.0294117647,0.0588235294,0.0735294118,0.0735294118,0.1323529412,0.0147058824,0.1911764706,0.2941176471,0,0,0.0147058824,0.1829268293,0.5384615385,0.4615384615,025310001,6
BASSIN PARISIEN EST,532,0001,2,Pres2007,748,651,639,nbVoix,Nombre de voix,70,38,8,7,15,88,14,165,203,9,14,8,748,650,623,295,328,97,98,Moÿ-de-l'Aisne,22,02,7,995,0.1296791444,0.1095461659,0.0594679186,0.0125195618,0.0109546166,0.0234741784,0.13771518,0.0219092332,0.2582159624,0.3176838811,0.014084507,0.0219092332,0.0125195618,0.1310160428,0.5264847512,0.4735152488,025320001,4
BASSIN PARISIEN EST,533,0001,2,Pres2007,94,87,86,nbVoix,Nombre de voix,11,3,0,0,1,12,1,16,34,2,4,2,94,86,81,24,57,7,8,Muret-et-Crouttes,22,02,6,135,0.0744680851,0.1279069767,0.0348837209,0,0,0.011627907,0.1395348837,0.011627907,0.1860465116,0.3953488372,0.023255814,0.0465116279,0.023255814,0.085106383,0.7037037037,0.2962962963,025330001,6
BASSIN PARISIEN EST,534,0001,2,Pres2007,37,35,35,nbVoix,Nombre de voix,6,3,1,0,0,1,0,10,14,0,0,0,37,35,34,16,18,2,2,Muscourt,22,02,8,42,0.0540540541,0.1714285714,0.0857142857,0.0285714286,0,0,0.0285714286,0,0.2857142857,0.4,0,0,0,0.0540540541,0.5294117647,0.4705882353,025340001,1
BASSIN PARISIEN EST,535,0001,2,Pres2007,111,96,96,nbVoix,Nombre de voix,14,6,0,0,0,5,1,13,50,0,5,2,111,97,95,22,73,15,14,Nampcelles-la-Cour,22,02,0,136,0.1351351351,0.1458333333,0.0625,0,0,0,0.0520833333,0.0104166667,0.1354166667,0.5208333333,0,0.0520833333,0.0208333333,0.1261261261,0.7684210526,0.2315789474,025350001,6
BASSIN PARISIEN EST,536,0001,2,Pres2007,68,59,57,nbVoix,Nombre de voix,7,1,3,1,1,4,0,18,17,0,2,3,68,63,62,34,28,9,5,Nampteuil-sous-Muret,22,02,6,80,0.1323529412,0.1228070175,0.0175438596,0.0526315789,0.0175438596,0.0175438596,0.0701754386,0,0.3157894737,0.298245614,0,0.0350877193,0.0526315789,0.0735294118,0.4516129032,0.5483870968,025360001,1
BASSIN PARISIEN EST,537,0001,2,Pres2007,123,100,100,nbVoix,Nombre de voix,13,2,0,0,2,10,1,20,50,0,1,1,123,108,104,40,64,23,15,Nanteuil-la-Fosse,22,02,6,139,0.1869918699,0.13,0.02,0,0,0.02,0.1,0.01,0.2,0.5,0,0.01,0.01,0.1219512195,0.6153846154,0.3846153846,025370001,6
BASSIN PARISIEN EST,538,0001,2,Pres2007,67,64,64,nbVoix,Nombre de voix,10,2,0,0,1,17,1,9,21,0,2,1,67,60,57,18,39,3,7,Nanteuil-Notre-Dame,22,02,0,70,0.0447761194,0.15625,0.03125,0,0,0.015625,0.265625,0.015625,0.140625,0.328125,0,0.03125,0.015625,0.1044776119,0.6842105263,0.3157894737,025380001,6
BASSIN PARISIEN EST,539,0001,2,Pres2007,540,476,467,nbVoix,Nombre de voix,51,44,5,59,14,61,7,114,97,1,9,5,540,476,450,280,170,64,64,Nauroy,22,02,7,679,0.1185185185,0.1092077088,0.0942184154,0.0107066381,0.1263383298,0.0299785867,0.130620985,0.0149892934,0.244111349,0.2077087794,0.0021413276,0.0192719486,0.0107066381,0.1185185185,0.3777777778,0.6222222222,025390001,4
BASSIN PARISIEN EST,540,0001,2,Pres2007,799,717,706,nbVoix,Nombre de voix,105,45,13,5,16,96,6,164,225,3,10,18,801,732,693,305,388,82,69,Nesles-la-Montagne,22,02,4,1175,0.1026282854,0.1487252125,0.0637393768,0.0184135977,0.007082153,0.0226628895,0.1359773371,0.0084985836,0.2322946176,0.3186968839,0.0042492918,0.0141643059,0.0254957507,0.0861423221,0.5598845599,0.4401154401,025400001,6
BASSIN PARISIEN EST,541,0001,2,Pres2007,320,274,270,nbVoix,Nombre de voix,38,10,1,2,4,46,6,41,112,1,3,6,320,271,264,98,166,46,49,Neufchâtel-sur-Aisne,22,02,8,438,0.14375,0.1407407407,0.037037037,0.0037037037,0.0074074074,0.0148148148,0.1703703704,0.0222222222,0.1518518519,0.4148148148,0.0037037037,0.0111111111,0.0222222222,0.153125,0.6287878788,0.3712121212,025410001,5
BASSIN PARISIEN EST,542,0001,2,Pres2007,74,67,66,nbVoix,Nombre de voix,11,6,1,1,3,10,1,8,22,1,1,1,74,71,67,27,40,7,3,Neuflieux,22,02,3,93,0.0945945946,0.1666666667,0.0909090909,0.0151515152,0.0151515152,0.0454545455,0.1515151515,0.0151515152,0.1212121212,0.3333333333,0.0151515152,0.0151515152,0.0151515152,0.0405405405,0.5970149254,0.4029850746,025420001,5
BASSIN PARISIEN EST,543,0001,2,Pres2007,1364,1129,1115,nbVoix,Nombre de voix,143,62,13,23,29,236,7,217,333,5,38,9,1364,1142,1088,462,626,235,222,Neuilly-Saint-Front,22,02,10,2171,0.17228739,0.1282511211,0.0556053812,0.0116591928,0.0206278027,0.0260089686,0.2116591928,0.0062780269,0.1946188341,0.2986547085,0.0044843049,0.0340807175,0.0080717489,0.1627565982,0.5753676471,0.4246323529,025430001,4
BASSIN PARISIEN EST,544,0001,2,Pres2007,440,371,362,nbVoix,Nombre de voix,42,15,3,2,7,80,13,104,79,5,12,0,440,372,350,179,171,69,68,Neuve-Maison,22,02,0,642,0.1568181818,0.1160220994,0.0414364641,0.0082872928,0.0055248619,0.0193370166,0.2209944751,0.0359116022,0.2872928177,0.2182320442,0.0138121547,0.0331491713,0,0.1545454545,0.4885714286,0.5114285714,025440001,4
BASSIN PARISIEN EST,545,0001,2,Pres2007,126,113,110,nbVoix,Nombre de voix,15,6,1,1,2,20,1,22,40,0,1,1,126,109,107,41,66,13,17,La Neuville-Bosmont,22,02,0,181,0.1031746032,0.1363636364,0.0545454545,0.0090909091,0.0090909091,0.0181818182,0.1818181818,0.0090909091,0.2,0.3636363636,0,0.0090909091,0.0090909091,0.1349206349,0.6168224299,0.3831775701,025450001,6
BASSIN PARISIEN EST,546,0001,2,Pres2007,128,119,116,nbVoix,Nombre de voix,7,9,1,0,5,16,5,33,37,0,3,0,128,121,118,62,56,9,7,La Neuville-en-Beine,22,02,0,168,0.0703125,0.0603448276,0.0775862069,0.0086206897,0,0.0431034483,0.1379310345,0.0431034483,0.2844827586,0.3189655172,0,0.025862069,0,0.0546875,0.4745762712,0.5254237288,025460001,6
BASSIN PARISIEN EST,547,0001,2,Pres2007,49,44,41,nbVoix,Nombre de voix,5,3,1,1,0,5,1,10,14,1,0,0,49,47,45,21,24,5,2,La Neuville-Housset,22,02,0,64,0.1020408163,0.1219512195,0.0731707317,0.0243902439,0.0243902439,0,0.1219512195,0.0243902439,0.243902439,0.3414634146,0.0243902439,0,0,0.0408163265,0.5333333333,0.4666666667,025470001,6
BASSIN PARISIEN EST,548,0001,2,Pres2007,280,222,218,nbVoix,Nombre de voix,30,3,5,3,4,52,4,63,51,0,1,2,280,230,225,110,115,58,50,La Neuville-lès-Dorengt,22,02,0,376,0.2071428571,0.1376146789,0.0137614679,0.0229357798,0.0137614679,0.0183486239,0.2385321101,0.0183486239,0.2889908257,0.2339449541,0,0.004587156,0.0091743119,0.1785714286,0.5111111111,0.4888888889,025480001,4
BASSIN PARISIEN EST,549,0001,2,Pres2007,386,357,353,nbVoix,Nombre de voix,47,14,3,10,5,60,8,55,137,2,5,7,386,351,333,120,213,29,35,Neuville-Saint-Amand,22,02,7,858,0.0751295337,0.1331444759,0.0396600567,0.0084985836,0.0283286119,0.0141643059,0.1699716714,0.0226628895,0.1558073654,0.388101983,0.0056657224,0.0141643059,0.0198300283,0.0906735751,0.6396396396,0.3603603604,025490001,6
BASSIN PARISIEN EST,549,0002,2,Pres2007,293,245,241,nbVoix,Nombre de voix,27,18,3,6,4,38,1,69,62,1,7,5,293,250,241,133,108,48,43,Neuville-Saint-Amand,22,02,7,858,0.1638225256,0.112033195,0.0746887967,0.0124481328,0.0248962656,0.0165975104,0.1576763485,0.0041493776,0.2863070539,0.2572614108,0.0041493776,0.0290456432,0.020746888,0.1467576792,0.4481327801,0.5518672199,025490002,4
BASSIN PARISIEN EST,550,0001,2,Pres2007,75,57,57,nbVoix,Nombre de voix,10,9,0,0,1,4,0,14,17,0,0,2,75,60,60,24,36,18,15,Neuville-sur-Ailette,22,02,0,86,0.24,0.1754385965,0.1578947368,0,0,0.0175438596,0.0701754386,0,0.2456140351,0.298245614,0,0,0.0350877193,0.2,0.6,0.4,025500001,6
BASSIN PARISIEN EST,551,0001,2,Pres2007,77,64,62,nbVoix,Nombre de voix,0,6,0,5,0,12,2,14,21,2,0,0,77,62,60,25,35,13,15,Neuville-sur-Margival,22,02,0,110,0.1688311688,0,0.0967741935,0,0.0806451613,0,0.1935483871,0.0322580645,0.2258064516,0.3387096774,0.0322580645,0,0,0.1948051948,0.5833333333,0.4166666667,025510001,6
BASSIN PARISIEN EST,552,0001,2,Pres2007,144,123,123,nbVoix,Nombre de voix,15,7,1,0,4,19,3,21,51,1,1,0,144,122,116,50,66,21,22,Neuvillette,22,02,7,197,0.1458333333,0.1219512195,0.0569105691,0.0081300813,0,0.0325203252,0.1544715447,0.0243902439,0.1707317073,0.4146341463,0.0081300813,0.0081300813,0,0.1527777778,0.5689655172,0.4310344828,025520001,6
BASSIN PARISIEN EST,553,0001,2,Pres2007,196,177,170,nbVoix,Nombre de voix,9,7,2,1,6,35,8,22,72,1,4,3,196,179,174,65,109,19,17,Nizy-le-Comte,22,02,0,258,0.0969387755,0.0529411765,0.0411764706,0.0117647059,0.0058823529,0.0352941176,0.2058823529,0.0470588235,0.1294117647,0.4235294118,0.0058823529,0.0235294118,0.0176470588,0.0867346939,0.6264367816,0.3735632184,025530001,5
BASSIN PARISIEN EST,554,0001,2,Pres2007,844,727,716,nbVoix,Nombre de voix,92,34,9,20,14,118,13,154,231,4,21,6,844,734,700,295,405,117,110,Nogentel,22,02,4,1052,0.1386255924,0.1284916201,0.0474860335,0.0125698324,0.0279329609,0.0195530726,0.1648044693,0.0181564246,0.2150837989,0.3226256983,0.0055865922,0.0293296089,0.0083798883,0.1303317536,0.5785714286,0.4214285714,025540001,4
BASSIN PARISIEN EST,555,0001,2,Pres2007,1236,987,964,nbVoix,Nombre de voix,132,51,12,29,25,172,13,225,258,2,27,18,1236,1017,973,451,522,249,219,Nogent-l'Artaud,22,02,0,2126,0.2014563107,0.1369294606,0.0529045643,0.0124481328,0.0300829876,0.02593361,0.1784232365,0.0134854772,0.2334024896,0.2676348548,0.0020746888,0.0280082988,0.0186721992,0.177184466,0.5364850976,0.4635149024,025550001,4
BASSIN PARISIEN EST,555,0002,2,Pres2007,183,155,155,nbVoix,Nombre de voix,21,14,1,1,6,17,5,25,63,0,1,1,183,151,145,54,91,28,32,Nogent-l'Artaud,22,02,0,2126,0.1530054645,0.135483871,0.0903225806,0.0064516129,0.0064516129,0.0387096774,0.1096774194,0.0322580645,0.1612903226,0.4064516129,0,0.0064516129,0.0064516129,0.174863388,0.6275862069,0.3724137931,025550002,6
BASSIN PARISIEN EST,556,0001,2,Pres2007,80,71,71,nbVoix,Nombre de voix,12,3,2,0,3,11,0,22,16,0,1,1,80,72,67,34,33,9,8,Noircourt,22,02,0,92,0.1125,0.1690140845,0.0422535211,0.0281690141,0,0.0422535211,0.1549295775,0,0.3098591549,0.2253521127,0,0.014084507,0.014084507,0.1,0.4925373134,0.5074626866,025560001,3
BASSIN PARISIEN EST,557,0001,2,Pres2007,93,80,80,nbVoix,Nombre de voix,13,3,1,2,3,12,0,18,22,0,2,4,93,85,82,40,42,13,8,Noroy-sur-Ourcq,22,02,10,154,0.1397849462,0.1625,0.0375,0.0125,0.025,0.0375,0.15,0,0.225,0.275,0,0.025,0.05,0.0860215054,0.512195122,0.487804878,025570001,5
BASSIN PARISIEN EST,558,0001,2,Pres2007,943,764,749,nbVoix,Nombre de voix,70,32,9,6,21,155,11,186,227,1,22,9,943,772,739,347,392,179,171,Le Nouvion-en-Thiérache,22,02,1,2829,0.1898197243,0.0934579439,0.0427236315,0.0120160214,0.0080106809,0.0280373832,0.2069425901,0.0146862483,0.2483311081,0.303070761,0.0013351135,0.0293724967,0.0120160214,0.1813361612,0.5304465494,0.4695534506,025580001,5
BASSIN PARISIEN EST,558,0002,2,Pres2007,949,772,756,nbVoix,Nombre de voix,100,32,7,5,20,164,14,155,217,2,26,14,949,760,725,299,426,177,189,Le Nouvion-en-Thiérache,22,02,1,2829,0.186512118,0.1322751323,0.0423280423,0.0092592593,0.0066137566,0.0264550265,0.2169312169,0.0185185185,0.205026455,0.287037037,0.0026455026,0.0343915344,0.0185185185,0.1991570074,0.5875862069,0.4124137931,025580002,5
BASSIN PARISIEN EST,559,0001,2,Pres2007,392,305,303,nbVoix,Nombre de voix,31,18,2,0,3,68,4,89,74,1,7,6,391,311,296,149,147,87,80,Nouvion-et-Catillon,22,02,0,534,0.2219387755,0.102310231,0.0594059406,0.0066006601,0,0.0099009901,0.2244224422,0.0132013201,0.2937293729,0.2442244224,0.00330033,0.0231023102,0.0198019802,0.2046035806,0.4966216216,0.5033783784,025590001,4
BASSIN PARISIEN EST,560,0001,2,Pres2007,202,178,175,nbVoix,Nombre de voix,23,6,1,0,1,25,3,40,68,0,3,5,202,179,172,67,105,24,23,Nouvion-le-Comte,22,02,0,276,0.1188118812,0.1314285714,0.0342857143,0.0057142857,0,0.0057142857,0.1428571429,0.0171428571,0.2285714286,0.3885714286,0,0.0171428571,0.0285714286,0.1138613861,0.6104651163,0.3895348837,025600001,6
BASSIN PARISIEN EST,561,0001,2,Pres2007,127,107,107,nbVoix,Nombre de voix,32,0,0,0,0,12,1,30,27,2,1,2,127,109,105,43,62,20,18,Nouvion-le-Vineux,22,02,6,163,0.157480315,0.2990654206,0,0,0,0,0.1121495327,0.0093457944,0.2803738318,0.2523364486,0.0186915888,0.0093457944,0.0186915888,0.1417322835,0.5904761905,0.4095238095,025610001,3
BASSIN PARISIEN EST,562,0001,2,Pres2007,172,141,140,nbVoix,Nombre de voix,6,3,3,2,1,21,3,33,58,0,7,3,171,142,138,53,85,31,29,Nouvron-Vingré,22,02,0,217,0.1802325581,0.0428571429,0.0214285714,0.0214285714,0.0142857143,0.0071428571,0.15,0.0214285714,0.2357142857,0.4142857143,0,0.05,0.0214285714,0.1695906433,0.615942029,0.384057971,025620001,6
BASSIN PARISIEN EST,563,0001,2,Pres2007,141,128,126,nbVoix,Nombre de voix,16,4,1,3,3,27,2,20,49,0,1,0,141,120,109,44,65,13,21,Noyales,22,02,0,170,0.0921985816,0.126984127,0.0317460317,0.0079365079,0.0238095238,0.0238095238,0.2142857143,0.0158730159,0.1587301587,0.3888888889,0,0.0079365079,0,0.1489361702,0.5963302752,0.4036697248,025630001,6
BASSIN PARISIEN EST,564,0001,2,Pres2007,362,325,319,nbVoix,Nombre de voix,32,22,6,12,8,55,4,70,96,2,7,5,362,325,310,136,174,37,37,Noyant-et-Aconin,22,02,6,468,0.1022099448,0.1003134796,0.0689655172,0.0188087774,0.0376175549,0.0250783699,0.1724137931,0.012539185,0.2194357367,0.3009404389,0.0062695925,0.0219435737,0.0156739812,0.1022099448,0.5612903226,0.4387096774,025640001,4
BASSIN PARISIEN EST,565,0001,2,Pres2007,178,164,162,nbVoix,Nombre de voix,19,12,1,6,4,26,9,46,33,0,3,3,180,166,160,97,63,14,14,OEuilly,22,02,8,270,0.0786516854,0.1172839506,0.0740740741,0.0061728395,0.037037037,0.024691358,0.1604938272,0.0555555556,0.2839506173,0.2037037037,0,0.0185185185,0.0185185185,0.0777777778,0.39375,0.60625,025650001,4
BASSIN PARISIEN EST,566,0001,2,Pres2007,952,807,802,nbVoix,Nombre de voix,107,38,9,27,13,153,10,166,243,7,26,3,952,810,775,338,437,145,142,Ognes,22,02,3,1143,0.1523109244,0.1334164589,0.0473815461,0.0112219451,0.0336658354,0.0162094763,0.1907730673,0.0124688279,0.2069825436,0.3029925187,0.0087281796,0.0324189526,0.0037406484,0.1491596639,0.5638709677,0.4361290323,025660001,4
BASSIN PARISIEN EST,567,0001,2,Pres2007,237,196,191,nbVoix,Nombre de voix,16,17,4,8,6,44,6,53,32,1,4,0,237,197,187,110,77,41,40,Ohis,22,02,0,308,0.1729957806,0.0837696335,0.0890052356,0.0209424084,0.0418848168,0.0314136126,0.2303664921,0.0314136126,0.277486911,0.167539267,0.0052356021,0.0209424084,0,0.1687763713,0.4117647059,0.5882352941,025670001,4
BASSIN PARISIEN EST,568,0001,2,Pres2007,164,152,149,nbVoix,Nombre de voix,31,5,2,2,1,21,3,10,68,3,2,1,164,152,144,38,106,12,12,Oigny-en-Valois,22,02,10,152,0.0731707317,0.2080536913,0.033557047,0.0134228188,0.0134228188,0.0067114094,0.1409395973,0.0201342282,0.067114094,0.4563758389,0.0201342282,0.0134228188,0.0067114094,0.0731707317,0.7361111111,0.2638888889,025680001,6
BASSIN PARISIEN EST,569,0001,2,Pres2007,330,289,282,nbVoix,Nombre de voix,30,12,2,0,5,79,6,62,76,2,6,2,330,285,273,118,155,41,45,Oisy,22,02,0,410,0.1242424242,0.1063829787,0.0425531915,0.0070921986,0,0.0177304965,0.280141844,0.0212765957,0.219858156,0.2695035461,0.0070921986,0.0212765957,0.0070921986,0.1363636364,0.5677655678,0.4322344322,025690001,5
BASSIN PARISIEN EST,570,0001,2,Pres2007,113,100,99,nbVoix,Nombre de voix,16,4,2,2,0,16,3,19,34,0,0,3,113,97,94,38,56,13,16,Ollezy,22,02,0,156,0.1150442478,0.1616161616,0.0404040404,0.0202020202,0.0202020202,0,0.1616161616,0.0303030303,0.1919191919,0.3434343434,0,0,0.0303030303,0.1415929204,0.5957446809,0.4042553191,025700001,6
BASSIN PARISIEN EST,571,0001,2,Pres2007,539,461,455,nbVoix,Nombre de voix,62,33,1,3,5,84,3,98,149,0,11,6,538,485,466,185,281,78,53,Omissy,22,02,7,814,0.1447124304,0.1362637363,0.0725274725,0.0021978022,0.0065934066,0.010989011,0.1846153846,0.0065934066,0.2153846154,0.3274725275,0,0.0241758242,0.0131868132,0.0985130112,0.6030042918,0.3969957082,025710001,5
BASSIN PARISIEN EST,572,0001,2,Pres2007,336,296,290,nbVoix,Nombre de voix,42,15,9,3,12,32,7,64,92,1,9,4,336,303,287,123,164,40,33,Orainville,22,02,8,474,0.119047619,0.1448275862,0.0517241379,0.0310344828,0.0103448276,0.0413793103,0.1103448276,0.024137931,0.2206896552,0.3172413793,0.0034482759,0.0310344828,0.0137931034,0.0982142857,0.5714285714,0.4285714286,025720001,5
BASSIN PARISIEN EST,573,0001,2,Pres2007,62,54,53,nbVoix,Nombre de voix,11,4,0,0,7,5,2,4,17,0,3,0,62,53,49,21,28,8,9,Orgeval,22,02,6,70,0.1290322581,0.2075471698,0.0754716981,0,0,0.1320754717,0.0943396226,0.0377358491,0.0754716981,0.320754717,0,0.0566037736,0,0.1451612903,0.5714285714,0.4285714286,025730001,6
BASSIN PARISIEN EST,574,0001,2,Pres2007,868,730,712,nbVoix,Nombre de voix,97,40,5,9,7,141,3,130,241,3,27,9,868,718,690,259,431,138,150,Origny-en-Thiérache,22,02,0,1524,0.1589861751,0.1362359551,0.0561797753,0.0070224719,0.0126404494,0.0098314607,0.1980337079,0.0042134831,0.1825842697,0.3384831461,0.0042134831,0.0379213483,0.0126404494,0.1728110599,0.6246376812,0.3753623188,025740001,5
BASSIN PARISIEN EST,574,0002,2,Pres2007,197,160,160,nbVoix,Nombre de voix,21,11,1,3,3,36,2,29,54,0,0,0,198,167,157,62,95,37,31,Origny-en-Thiérache,22,02,0,1524,0.1878172589,0.13125,0.06875,0.00625,0.01875,0.01875,0.225,0.0125,0.18125,0.3375,0,0,0,0.1565656566,0.6050955414,0.3949044586,025740002,6
BASSIN PARISIEN EST,575,0001,2,Pres2007,1285,1070,1054,nbVoix,Nombre de voix,71,110,9,25,46,204,10,277,273,0,17,12,1285,1082,1027,555,472,215,203,Origny-Sainte-Benoite,22,02,7,1718,0.1673151751,0.0673624288,0.1043643264,0.0085388994,0.0237191651,0.0436432638,0.1935483871,0.009487666,0.2628083491,0.2590132827,0,0.0161290323,0.0113851992,0.1579766537,0.4595910419,0.5404089581,025750001,4
BASSIN PARISIEN EST,576,0001,2,Pres2007,242,208,205,nbVoix,Nombre de voix,33,7,2,1,2,46,0,40,66,0,4,4,242,214,204,79,125,34,28,Osly-Courtil,22,02,6,295,0.1404958678,0.1609756098,0.0341463415,0.0097560976,0.0048780488,0.0097560976,0.2243902439,0,0.1951219512,0.3219512195,0,0.0195121951,0.0195121951,0.1157024793,0.612745098,0.387254902,025760001,5
BASSIN PARISIEN EST,577,0001,2,Pres2007,80,70,70,nbVoix,Nombre de voix,15,0,0,2,0,10,2,10,29,0,2,0,80,71,71,19,52,10,9,Ostel,22,02,0,80,0.125,0.2142857143,0,0,0.0285714286,0,0.1428571429,0.0285714286,0.1428571429,0.4142857143,0,0.0285714286,0,0.1125,0.7323943662,0.2676056338,025770001,6
BASSIN PARISIEN EST,578,0001,2,Pres2007,52,52,52,nbVoix,Nombre de voix,9,6,0,2,0,12,0,8,11,1,3,0,52,49,45,22,23,0,3,Oulches-la-Vallée-Foulon,22,02,8,50,0,0.1730769231,0.1153846154,0,0.0384615385,0,0.2307692308,0,0.1538461538,0.2115384615,0.0192307692,0.0576923077,0,0.0576923077,0.5111111111,0.4888888889,025780001,6
BASSIN PARISIEN EST,579,0001,2,Pres2007,111,99,96,nbVoix,Nombre de voix,14,4,3,3,1,29,0,13,28,0,0,1,111,102,98,41,57,12,9,Oulchy-la-Ville,22,02,0,128,0.1081081081,0.1458333333,0.0416666667,0.03125,0.03125,0.0104166667,0.3020833333,0,0.1354166667,0.2916666667,0,0,0.0104166667,0.0810810811,0.5816326531,0.4183673469,025790001,6
BASSIN PARISIEN EST,580,0001,2,Pres2007,533,443,435,nbVoix,Nombre de voix,61,27,0,8,7,97,5,107,108,0,6,9,533,454,440,232,208,90,79,Oulchy-le-Château,22,02,0,848,0.1688555347,0.1402298851,0.0620689655,0,0.0183908046,0.016091954,0.2229885057,0.0114942529,0.2459770115,0.2482758621,0,0.0137931034,0.0206896552,0.148217636,0.4727272727,0.5272727273,025800001,4
BASSIN PARISIEN EST,581,0001,2,Pres2007,197,177,175,nbVoix,Nombre de voix,20,6,3,4,2,29,1,47,53,1,6,3,197,174,171,79,92,20,23,Paars,22,02,8,263,0.1015228426,0.1142857143,0.0342857143,0.0171428571,0.0228571429,0.0114285714,0.1657142857,0.0057142857,0.2685714286,0.3028571429,0.0057142857,0.0342857143,0.0171428571,0.116751269,0.5380116959,0.4619883041,025810001,5
BASSIN PARISIEN EST,582,0001,2,Pres2007,67,64,62,nbVoix,Nombre de voix,5,4,0,0,0,11,2,11,28,0,0,1,67,62,59,21,38,3,5,Paissy,22,02,0,70,0.0447761194,0.0806451613,0.064516129,0,0,0,0.1774193548,0.0322580645,0.1774193548,0.4516129032,0,0,0.0161290323,0.0746268657,0.6440677966,0.3559322034,025820001,6
BASSIN PARISIEN EST,583,0001,2,Pres2007,41,34,34,nbVoix,Nombre de voix,4,1,0,4,2,9,0,5,8,0,1,0,41,38,33,23,10,7,3,Pancy-Courtecon,22,02,6,44,0.1707317073,0.1176470588,0.0294117647,0,0.1176470588,0.0588235294,0.2647058824,0,0.1470588235,0.2352941176,0,0.0294117647,0,0.0731707317,0.303030303,0.696969697,025830001,6
BASSIN PARISIEN EST,584,0001,2,Pres2007,78,71,70,nbVoix,Nombre de voix,7,2,0,3,1,19,1,12,20,3,1,1,78,71,71,24,47,7,7,Papleux,22,02,0,110,0.0897435897,0.1,0.0285714286,0,0.0428571429,0.0142857143,0.2714285714,0.0142857143,0.1714285714,0.2857142857,0.0428571429,0.0142857143,0.0142857143,0.0897435897,0.661971831,0.338028169,025840001,5
BASSIN PARISIEN EST,585,0001,2,Pres2007,187,176,173,nbVoix,Nombre de voix,28,11,4,1,5,18,2,46,50,1,3,4,187,172,168,86,82,11,15,Parcy-et-Tigny,22,02,0,247,0.0588235294,0.161849711,0.063583815,0.0231213873,0.0057803468,0.0289017341,0.1040462428,0.0115606936,0.2658959538,0.289017341,0.0057803468,0.0173410405,0.0231213873,0.0802139037,0.4880952381,0.5119047619,025850001,3
BASSIN PARISIEN EST,586,0001,2,Pres2007,145,126,123,nbVoix,Nombre de voix,27,2,0,1,2,13,3,19,49,0,5,2,145,127,123,43,80,19,18,Parfondeval,22,02,0,162,0.1310344828,0.2195121951,0.0162601626,0,0.0081300813,0.0162601626,0.1056910569,0.0243902439,0.1544715447,0.3983739837,0,0.0406504065,0.0162601626,0.124137931,0.6504065041,0.3495934959,025860001,6
BASSIN PARISIEN EST,587,0001,2,Pres2007,280,259,256,nbVoix,Nombre de voix,43,16,1,8,1,29,4,77,66,4,5,2,320,254,241,122,119,21,66,Parfondru,22,02,6,341,0.075,0.16796875,0.0625,0.00390625,0.03125,0.00390625,0.11328125,0.015625,0.30078125,0.2578125,0.015625,0.01953125,0.0078125,0.20625,0.4937759336,0.5062240664,025870001,3
BASSIN PARISIEN EST,588,0001,2,Pres2007,55,50,49,nbVoix,Nombre de voix,9,4,0,0,0,8,4,13,8,0,3,0,55,50,50,26,24,5,5,Pargnan,22,02,8,62,0.0909090909,0.1836734694,0.0816326531,0,0,0,0.1632653061,0.0816326531,0.2653061224,0.1632653061,0,0.0612244898,0,0.0909090909,0.48,0.52,025880001,6
BASSIN PARISIEN EST,589,0001,2,Pres2007,184,161,161,nbVoix,Nombre de voix,22,8,2,4,2,26,1,52,34,1,8,1,184,168,163,77,86,23,16,Pargny-Filain,22,02,6,231,0.125,0.1366459627,0.049689441,0.0124223602,0.0248447205,0.0124223602,0.1614906832,0.0062111801,0.3229813665,0.2111801242,0.0062111801,0.049689441,0.0062111801,0.0869565217,0.527607362,0.472392638,025890001,4
